Rank, Fitness, kfsr, krsr_nostim, krsr_stim, kfmm, krmm, kfc_nostim, kfc_stim, S0, R0, D1, D1_over_D2
15864, -326.7249, 7.0462, 797.46, 0.49414, 0.0081871, 0.13058, 0.076534, 0.012857, 9.5454, 500, 0.15523, 2.0863
15865, -326.7467, 10, 595.5, 0.52757, 0.005749, 0.32035, 0.035446, 0.019171, 7.2115, 500, 0.086679, 1.5
15866, -326.7574, 7.216, 270.48, 0.32697, 0.013355, 1.5886, 0.078169, 0.015081, 3.7423, 500, 0.085623, 1.5
15867, -326.7747, 10, 324.96, 0.55257, 0.032018, 3.4627, 0.059419, 0.021806, 5.5926, 493.38, 0.15342, 4.4931
15868, -326.7891, 5.9872, 137.92, 11.122, 0.20878, 1.3997, 0.063231, 0.06799, 2.7173, 295.65, 0.24079, 5
15869, -326.8158, 5.1814, 316.85, 0.43532, 0.013894, 2.2206, 0.056267, 0.0068572, 7.5793, 459.14, 0.084455, 1.5
15870, -326.8466, 10, 86.834, 0.50551, 0.032378, 1.117, 0.054532, 0.018278, 0.94619, 500, 0.05, 1.6786
15871, -326.8627, 9.6831, 57.426, 0.1, 0.010965, 0.37068, 0.041115, 0.010704, 10, 500, 0.16201, 5
15872, -326.8969, 10, 77.615, 1.0429, 0.055391, 1.9906, 0.039345, 0.0039081, 5.823, 493.38, 0.071362, 3.9788
15873, -326.9033, 9.9478, 355.93, 0.1, 0.0036211, 0.28927, 0.018088, 0.021066, 9.3627, 500, 0.13596, 5
15874, -326.9141, 8.0589, 376.19, 0.4075, 0.028281, 0.75044, 0.04315, 0.0047681, 5.4282, 500, 0.14566, 5
15875, -326.9361, 10, 52.515, 0.35067, 0.0039111, 1.3563, 0.027174, 0.024473, 4.3818, 500, 0.12981, 5
15876, -326.9446, 2.605, 241.53, 0.48256, 0.0041548, 0.3584, 0.041115, 0.016568, 10, 500, 0.11866, 5
15877, -326.9449, 10, 274.59, 0.10993, 0.0042905, 2.7185, 0.04315, 0.01831, 9.4047, 417.85, 0.13294, 5
15878, -327.0019, 10, 80.912, 0.48156, 0.041442, 2.2626, 0.084726, 0.0047452, 9.4273, 500, 0.08477, 5
15879, -327.0068, 10, 300.07, 0.94215, 0.056329, 0.24773, 0.084933, 0.022223, 5.823, 100, 0.10059, 1.5
15880, -327.0329, 10, 250.37, 0.79769, 0.037386, 1.798, 0.068145, 0.0040329, 9.8791, 480.13, 0.05, 1.5
15881, -327.1461, 10, 52.933, 0.72352, 0.0295, 1.2077, 0.0085521, 0.021835, 5.6274, 500, 0.1534, 5
15882, -327.1628, 9.9693, 434.23, 0.71996, 0.0035097, 0.059238, 0.012219, 0.0093795, 9.2434, 440.27, 0.13468, 5
15883, -327.2179, 10, 264.72, 0.3653, 0.037266, 0.01, 0.063162, 0.012804, 5.8251, 152.05, 0.050013, 1.5
15884, -327.2721, 7.7591, 365.45, 0.1, 0.017999, 0.26954, 0.030316, 0.0085448, 10, 383.08, 0.1465, 1.5
15885, -327.2730, 6.972, 225.89, 0.80829, 0.056411, 2.4314, 0.071519, 0.011488, 4.1334, 500, 0.13712, 1.5
15886, -327.3152, 3.2875, 138.26, 0.33481, 0.052878, 3.06, 0.033611, 0.021852, 6.946, 469.55, 0.15614, 5
15887, -327.3414, 10, 116.66, 0.53573, 0.0089374, 3.0657, 0.021097, 0.018867, 10, 493.38, 0.12971, 4.3499
15888, -327.3535, 8.7695, 340.69, 0.1, 0.0059208, 0.38842, 0.055159, 0.0044427, 5.1119, 500, 0.085009, 5
15889, -327.3938, 4.2169, 26.982, 0.74659, 0.013888, 1.9939, 0.041584, 0.0046224, 8.7277, 500, 0.05, 1.5
15890, -327.4536, 9.1457, 308.86, 0.18567, 0.003671, 0.19937, 0.036282, 0.0042966, 6.7846, 500, 0.13419, 5
15891, -327.5105, 2.5381, 174.89, 0.70984, 0.028241, 0.028805, 0.004935, 0.0088039, 10, 500, 0.082054, 1.5
15892, -327.5251, 9.1546, 119.51, 0.18751, 0.019472, 0.48616, 0.058312, 0.0043922, 8.1417, 500, 0.05, 5
15893, -327.5515, 10, 133.94, 1.0724, 0.060527, 0.10253, 0.082009, 0.024401, 4.5108, 500, 0.05, 5
15894, -327.6311, 10, 781.01, 0.55712, 0.0085924, 0.36425, 0.061016, 0.0044808, 10, 444.21, 0.05, 2.8043
15895, -327.7075, 2.2501, 120.44, 0.50909, 0.014162, 0.27353, 0.058993, 0.01229, 10, 155.17, 0.11879, 5
15896, -327.7480, 6.3839, 200.79, 0.81542, 0.015564, 2.9307, 0.030179, 0.0085566, 5.7218, 500, 0.05, 1.5
15897, -327.8196, 9.9182, 71.152, 0.41529, 0.027464, 2.9524, 0.017634, 0.022757, 2.8182, 419.83, 0.08477, 1.5
15898, -327.8478, 10, 102.25, 0.92487, 0.012506, 0.078394, 0.04315, 0.0044329, 8.526, 500, 0.056964, 5
15899, -327.8542, 10, 494.95, 0.11225, 0.001, 0.033801, 0.028109, 0.011244, 10, 331.97, 0.1616, 5
15900, -327.8569, 3.3951, 224.24, 0.40027, 0.051772, 0.76359, 0.041426, 0.022117, 5.823, 500, 0.167, 3.8949
15901, -327.8832, 4.8646, 663.5, 0.30157, 0.015646, 0.034011, 0.061003, 0.011709, 10, 180.06, 0.05, 5
15902, -327.9294, 9.476, 176.43, 0.12779, 0.018032, 0.01, 0.077086, 0.017551, 8.3498, 493.38, 0.05, 5
15903, -327.9453, 10, 57.719, 0.1, 0.0062934, 0.52755, 0.069577, 0.0043117, 3.882, 500, 0.086679, 5
15904, -328.0060, 10, 451.61, 0.18335, 0.0065024, 0.18151, 0.052939, 0.013185, 7.5819, 304.02, 0.15565, 1.6574
15905, -328.0485, 10, 177.26, 0.34554, 0.055154, 0.22234, 0.04315, 0.0090254, 8.398, 208.8, 0.05, 5
15906, -328.1094, 10, 215.38, 24.083, 0.35189, 2.3635, 0.087731, 0.023736, 4.636, 116.21, 0.22289, 5
15907, -328.1412, 10, 184.6, 0.53758, 0.024259, 1.3568, 0.066165, 0.0049562, 6.5747, 387.85, 0.05, 5
15908, -328.1475, 10, 167.79, 0.1, 0.0089549, 0.27084, 0.041967, 0.0039068, 10, 500, 0.05, 3.2857
15909, -328.1913, 10, 161.01, 0.16961, 0.016705, 0.16973, 0.033027, 0.0039559, 8.8512, 500, 0.05, 5
15910, -328.1974, 10, 272.07, 0.27062, 0.0094903, 0.32602, 0.035703, 0.010144, 10, 500, 0.16259, 2.4996
15911, -328.2514, 1.3201, 361.73, 0.30132, 0.015513, 0.01, 0.014962, 0.010129, 10, 500, 0.05, 4.3316
15912, -328.2755, 8.1206, 288.17, 0.82254, 0.00271, 1.5191, 0.017937, 0.014933, 10, 500, 0.05, 4.9192
15913, -328.2844, 6.0403, 235.46, 0.72156, 0.030234, 0.1275, 0.0078973, 0.018541, 7.1153, 500, 0.05, 4.7225
15914, -328.3046, 10, 199.03, 56.719, 0.35971, 1.2514, 0.11506, 0.01829, 2.1414, 202.71, 0.25384, 5
15915, -328.3521, 7.0012, 309.32, 23.769, 0.041683, 1.4528, 0.11565, 0.030197, 8.0617, 100, 0.05, 5
15916, -328.3808, 10, 474.16, 0.1, 0.0094505, 0.18426, 0.060748, 0.024386, 3.7628, 500, 0.092115, 4.241
15917, -328.4381, 10, 597.41, 0.13115, 0.12981, 0.21149, 0.05898, 0.018513, 8.564, 102.81, 0.14368, 5
15918, -328.4615, 3.2535, 163.28, 0.52114, 0.01801, 0.48832, 0.01335, 0.0096609, 10, 500, 0.11437, 2.0181
15919, -328.4928, 5.9379, 50.436, 0.79357, 0.0098007, 3.5686, 0.078388, 0.019151, 7.7757, 198.97, 0.12707, 1.5
15920, -328.5177, 10, 15.169, 0.10872, 0.012153, 3.5807, 0.046286, 0.017982, 4.0042, 500, 0.10826, 1.5
15921, -328.5334, 4.7489, 109.64, 0.1, 0.00935, 0.50569, 0.059265, 0.017839, 10, 233.53, 0.17138, 3.3202
15922, -328.5683, 1.3803, 67.44, 0.76326, 0.016522, 1.1711, 0.079788, 0.022023, 4.8815, 500, 0.11355, 1.5
15923, -328.6322, 10, 280.44, 0.1, 0.001, 1.5079, 0.083183, 0.014566, 5.823, 208.07, 0.08477, 5
15924, -328.6430, 10, 590.91, 0.16488, 0.0074602, 0.10369, 0.011565, 0.014287, 10, 500, 0.11973, 2.5745
15925, -328.6644, 4.1995, 553.95, 0.15649, 0.12363, 3.0302, 0.054257, 0.013033, 10, 312.63, 0.087544, 3.054
15926, -328.6827, 4.019, 103.66, 0.26724, 0.0095152, 0.19498, 0.067901, 0.0041074, 10, 500, 0.05, 5
15927, -328.7559, 3.3785, 200.76, 0.87069, 0.018274, 2.884, 0.060973, 0.012752, 10, 336.62, 0.14857, 3.4138
15928, -328.8031, 8.6233, 359.23, 0.85573, 0.018741, 0.46627, 0.018756, 0.016518, 6.2131, 500, 0.069369, 3.2319
15929, -328.8620, 10, 83.971, 0.26666, 0.031383, 1.6301, 0.037218, 0.012876, 6.3347, 183.4, 0.11723, 5
15930, -328.8846, 4.6777, 217.97, 0.1, 0.0063144, 0.59833, 0.041687, 0.019541, 5.823, 500, 0.05, 5
15931, -328.8937, 10, 4.6437, 30.28, 0.19178, 1.307, 0.19219, 0.059784, 3.0346, 204.23, 0.05, 3.1296
15932, -328.9123, 10, 447.87, 0.7952, 0.018529, 2.471, 0.04315, 0.0046631, 10, 488.09, 0.11009, 2.4285
15933, -328.9191, 8.6795, 405.97, 10.561, 0.29069, 3.3376, 0.045933, 0.032786, 4.0679, 387.26, 0.05, 2.8203
15934, -328.9220, 10, 213.46, 0.23307, 0.011944, 0.39141, 0.080384, 0.012528, 9.3627, 412.9, 0.1311, 1.5
15935, -328.9785, 10, 224.24, 0.1, 0.04909, 1.0311, 0.024271, 0.0031689, 10, 500, 0.09463, 5
15936, -329.0039, 3.5345, 3.0681, 0.27344, 0.0037875, 0.26325, 0.041115, 0.0050616, 9.9098, 500, 0.05, 3.5614
15937, -329.0301, 10, 253.97, 0.18031, 0.050849, 3.0346, 0.050922, 0.01189, 4.6874, 307.51, 0.12448, 1.5565
15938, -329.0410, 5.536, 136.81, 0.53758, 0.054773, 0.72341, 0.0086566, 0.011176, 6.205, 500, 0.05, 5
15939, -329.0727, 10, 85.608, 0.1, 0.0061663, 0.17708, 0.053662, 0.019633, 10, 429.35, 0.16076, 4.4961
15940, -329.0776, 10, 161.41, 0.95973, 0.027703, 1.798, 0.04315, 0.022598, 6.7438, 472.69, 0.15433, 3.0141
15941, -329.2287, 7.8724, 267.21, 0.54035, 0.08655, 1.5822, 0.066878, 0.015854, 2.4685, 500, 0.093652, 5
15942, -329.2820, 10, 331.03, 0.55568, 0.039629, 0.37126, 0.039858, 0.00387, 10, 500, 0.16093, 5
15943, -329.2848, 10, 96.225, 0.33351, 0.019651, 1.7313, 0.048601, 0.0053421, 8.3743, 500, 0.099863, 1.5
15944, -329.3086, 4.5233, 352.93, 0.1, 0.016591, 2.9599, 0.057821, 0.013773, 7.8653, 500, 0.05, 5
15945, -329.3328, 6.3957, 318.77, 0.16029, 0.019831, 0.47767, 0.064189, 0.013285, 10, 500, 0.16168, 2.1116
15946, -329.3342, 2.7875, 86.712, 0.26583, 0.056272, 1.3066, 0.020796, 0.014987, 7.6185, 304.31, 0.05, 5
15947, -329.4187, 2.9202, 62.568, 0.15943, 0.0031775, 0.29176, 0.0095631, 0.019478, 10, 500, 0.073055, 1.5
15948, -329.4725, 9.8365, 89.282, 0.53758, 0.059489, 3.4511, 0.04315, 0.0088976, 9.4866, 301.32, 0.14277, 5
15949, -329.5314, 3.8424, 17.121, 0.1, 0.01509, 0.27185, 0.081689, 0.018972, 10, 500, 0.14822, 5
15950, -329.5420, 10, 44.043, 0.84998, 0.001, 1.1568, 0.014857, 0.023594, 2.6488, 500, 0.067923, 1.9107
15951, -329.5704, 10, 625.96, 0.45333, 0.021077, 0.34036, 0.022334, 0.0062618, 7.1561, 500, 0.07681, 1.5
15952, -329.5830, 10, 421.37, 0.14119, 0.022505, 0.47224, 0.078261, 0.019425, 3.4048, 414.17, 0.15258, 3.9168
15953, -329.5859, 10, 41.26, 0.59468, 0.038752, 2.3395, 0.04315, 0.0066506, 4.1834, 500, 0.14647, 5
15954, -329.5865, 10, 486.61, 0.1, 0.29581, 5.1296, 0.052478, 0.022449, 7.6447, 401.06, 0.15095, 1.5
15955, -329.6093, 10, 140.39, 0.1, 0.061179, 0.58318, 0.0053585, 0.013171, 7.8605, 492.45, 0.05, 5
15956, -329.6411, 4.7201, 86.436, 0.29825, 0.0097866, 0.44543, 0.020548, 0.0045362, 8.5157, 418.27, 0.05, 4.0659
15957, -329.7154, 6.0961, 327.87, 0.1, 0.03926, 1.1139, 0.073121, 0.015524, 4.3327, 500, 0.11763, 2.1898
15958, -329.7277, 6.4397, 112.86, 50.925, 4.9444, 7.3055, 0.90778, 0.063231, 3.042, 349.82, 0.083479, 5
15959, -329.7663, 2.1069, 146.3, 0.3039, 0.060219, 2.0244, 0.068559, 0.018728, 5.3755, 493.38, 0.08477, 5
15960, -329.7860, 10, 114.75, 0.76632, 0.054354, 2.4434, 0.061101, 0.0054173, 1.9551, 383.39, 0.1052, 5
15961, -329.7899, 10, 10.356, 0.51421, 0.01248, 0.4928, 0.0041576, 0.015872, 10, 500, 0.05, 5
15962, -329.7972, 6.3315, 42.677, 0.78765, 0.042257, 1.798, 0.079269, 0.0052942, 10, 500, 0.05, 5
15963, -329.8059, 1.1158, 5.2246, 0.47706, 0.0091599, 0.67552, 0.073277, 0.022431, 4.9641, 500, 0.13976, 5
15964, -329.8061, 6.2137, 565.84, 0.22972, 0.0033104, 0.11319, 0.03878, 0.012437, 9.6142, 500, 0.16046, 5
15965, -329.8543, 10, 105.36, 0.11475, 0.049972, 3.576, 0.033477, 0.0082237, 7.2552, 256.95, 0.052691, 3.8197
15966, -329.8550, 9.0824, 9.7077, 0.51571, 0.047741, 2.6763, 0.083685, 0.0054603, 7.4608, 500, 0.068728, 5
15967, -329.8593, 10, 254.63, 0.69134, 0.0195, 1.4354, 0.045481, 0.012411, 7.7854, 500, 0.13656, 1.5
15968, -329.8635, 10, 543.48, 0.19102, 0.0099052, 0.019965, 0.047267, 0.0042047, 10, 390.1, 0.086679, 5
15969, -329.9006, 5.5233, 257.37, 0.1, 0.04823, 2.3458, 0.028374, 0.017821, 7.1591, 500, 0.15162, 5
15970, -329.9073, 8.9985, 154.71, 28.688, 5.7272, 58.243, 2.1266, 0.074005, 5.7291, 500, 0.080583, 2.7976
15971, -329.9137, 10, 35.167, 0.16623, 0.050849, 1.798, 0.0055824, 0.017553, 6.6721, 500, 0.133, 3.7517
15972, -329.9504, 9.0857, 129.25, 0.2975, 0.0249, 1.7583, 0.021683, 0.017539, 4.4424, 352.89, 0.05, 5
15973, -329.9862, 10, 460.77, 0.11456, 0.001, 0.27353, 0.060774, 0.0066374, 10, 500, 0.12324, 2.4759
15974, -329.9986, 5.7881, 242.79, 0.5531, 0.041499, 3.4558, 0.050154, 0.01411, 5.0795, 493.38, 0.1382, 5
15975, -329.9989, 3.0715, 3.5345, 0.48455, 0.075299, 3.5482, 0.068609, 0.022563, 8.5947, 100, 0.072746, 1.5
15976, -330.0710, 10, 728.18, 0.46575, 0.013254, 0.20197, 0.023078, 0.017146, 10, 500, 0.13681, 1.5
15977, -330.1117, 5.9709, 55.632, 0.15752, 0.050849, 1.798, 0.051908, 0.0061505, 8.3965, 309.54, 0.073812, 5
15978, -330.1828, 10, 31.64, 1.0016, 0.025923, 3.515, 0.051543, 0.018843, 6.4601, 281.61, 0.12732, 1.7371
15979, -330.2240, 10, 347.42, 0.30688, 0.055641, 2.7865, 0.074123, 0.0035363, 8.5882, 493.38, 0.08477, 3.1825
15980, -330.2438, 5.6232, 179.55, 0.30387, 0.0062047, 0.5991, 0.04315, 0.0073317, 10, 500, 0.15671, 5
15981, -330.2786, 10, 350.22, 0.24938, 0.015703, 0.27353, 0.082135, 0.01229, 10, 253.86, 0.15107, 1.5
15982, -330.3414, 9.7698, 43.799, 0.63039, 0.001, 1.2317, 0.038997, 0.013371, 2.2456, 336.64, 0.10506, 2.9404
15983, -330.3604, 1.2161, 42.258, 0.30682, 0.0049211, 1.8621, 0.072579, 0.0051781, 5.823, 493.38, 0.074381, 4.9586
15984, -330.4072, 8.2238, 224.24, 0.53758, 0.058517, 3.4768, 0.051715, 0.0055892, 4.0449, 427.59, 0.05, 1.5
15985, -330.4370, 8.4782, 282.78, 0.84255, 0.019954, 0.77096, 0.047297, 0.0036312, 5.0455, 500, 0.073668, 3.2541
15986, -330.4751, 10, 25.116, 0.20906, 0.0061901, 1.002, 0.04158, 0.014963, 10, 500, 0.13, 5
15987, -330.4762, 10, 18.935, 0.53758, 0.010201, 2.8781, 0.034468, 0.014322, 5.3432, 500, 0.12692, 5
15988, -330.5479, 10, 345.82, 0.53758, 0.046488, 1.4431, 0.06165, 0.024728, 9.4776, 100, 0.08477, 1.5
15989, -330.5494, 10, 227.81, 0.69417, 0.04607, 1.4792, 0.0069344, 0.01418, 10, 500, 0.091899, 2.8869
15990, -330.5502, 3.4704, 185.34, 1.0379, 0.027278, 3.2339, 0.066525, 0.018123, 5.823, 500, 0.13321, 5
15991, -330.5538, 10, 66.754, 0.56118, 0.015499, 0.12021, 0.038026, 0.016884, 5.2277, 306.51, 0.14577, 1.5
15992, -330.5755, 7.0669, 90.009, 27.456, 5.0362, 18.837, 1.9587, 0.068697, 6.5528, 147.31, 0.05, 5
15993, -330.6165, 10, 268.98, 0.1, 0.0072351, 0.37046, 0.073457, 0.018707, 3.2092, 500, 0.12583, 1.5
15994, -330.6217, 10, 42.554, 27.673, 0.075657, 25.433, 0.20177, 0.11481, 2.7219, 147.7, 0.18701, 5
15995, -330.6390, 6.538, 501.36, 0.1, 0.0023922, 0.27353, 0.050624, 0.011476, 7.9596, 500, 0.081377, 1.5
15996, -330.6444, 9.1546, 108.52, 0.1, 0.0023968, 0.048061, 0.0097728, 0.010327, 3.9976, 500, 0.15931, 5
15997, -330.6785, 10, 36.911, 0.26335, 0.0094057, 0.16137, 0.0078553, 0.0098458, 10, 363.98, 0.1551, 3.4437
15998, -330.7015, 10, 490.4, 0.52236, 0.0095039, 0.018956, 0.045891, 0.0035847, 3.9081, 500, 0.17326, 2.8761
15999, -330.7473, 4.1896, 241.99, 0.1, 0.090657, 1.6709, 0.023905, 0.0034234, 8.7301, 500, 0.10994, 5
16000, -330.7683, 10, 311.96, 0.1, 0.021359, 1.5579, 0.081662, 0.0078782, 4.3862, 500, 0.151, 3.1258
16001, -330.8221, 5.1509, 427.3, 0.12297, 0.0019065, 0.10948, 0.052094, 0.022086, 8.8127, 400.76, 0.12102, 1.8806
16002, -330.8272, 1.0528, 40.022, 0.50756, 0.059513, 2.2118, 0.027624, 0.023601, 8.6041, 472.81, 0.13616, 1.5
16003, -330.8365, 10, 620.11, 0.30266, 0.01797, 0.27869, 0.024815, 0.01839, 10, 293.13, 0.086679, 1.5
16004, -330.8478, 10, 433.25, 0.1, 0.0012606, 0.015687, 0.0098493, 0.012416, 9.4862, 435.49, 0.10639, 5
16005, -330.9167, 10, 84.428, 0.93658, 0.021624, 0.076325, 0.065589, 0.019117, 8.8475, 493.38, 0.16656, 5
16006, -330.9170, 2.1625, 301.53, 0.1, 0.01716, 0.30667, 0.081181, 0.011603, 10, 213.05, 0.05, 2.5812
16007, -330.9807, 3.9644, 442.62, 0.34545, 0.093474, 8.2575, 0.06344, 0.0086847, 10, 384.93, 0.096334, 2.5045
16008, -331.0068, 10, 50.995, 30.28, 0.28447, 0.26029, 0.20769, 0.073642, 10, 228.95, 0.12148, 5
16009, -331.0502, 10, 490.9, 0.1014, 0.017961, 0.15736, 0.034909, 0.016984, 3.7586, 496.46, 0.085009, 5
16010, -331.0613, 10, 204.27, 1.0692, 0.020465, 0.97399, 0.081514, 0.024653, 2.0998, 500, 0.14659, 4.5274
16011, -331.0731, 10, 163.88, 0.55097, 0.17167, 2.2697, 0.05727, 0.0049538, 10, 500, 0.10545, 1.5127
16012, -331.1339, 3.9769, 146.44, 0.44411, 0.011653, 2.1956, 0.065445, 0.013639, 4.5184, 359.19, 0.067947, 1.9536
16013, -331.1523, 10, 852.73, 0.2481, 0.020401, 0.48313, 0.063023, 0.018756, 10, 154.38, 0.098554, 3.1888
16014, -331.1771, 10, 71.135, 0.37859, 0.062291, 3.3139, 0.014563, 0.0075559, 2.4309, 500, 0.12405, 3.088
16015, -331.2216, 6.0874, 169.89, 0.873, 0.024328, 2.0408, 0.047242, 0.014876, 3.3777, 500, 0.05, 1.873
16016, -331.2360, 0.57423, 31.346, 0.35084, 0.014906, 1.489, 0.05405, 0.015876, 6.0006, 500, 0.12417, 2.8184
16017, -331.2661, 10, 428.22, 0.76963, 0.041369, 2.7927, 0.072512, 0.017984, 4.009, 500, 0.05, 5
16018, -331.2957, 10, 9.5671, 0.30778, 0.036646, 1.798, 0.01201, 0.0041803, 5.823, 500, 0.11787, 5
16019, -331.3036, 8.1488, 154.98, 0.60014, 0.0045998, 1.1815, 0.068374, 0.0043333, 7.5377, 493.38, 0.05, 5
16020, -331.3163, 10, 171.95, 0.21423, 0.060981, 2.464, 0.074426, 0.0067661, 10, 296.92, 0.05, 5
16021, -331.3178, 9.5309, 250.21, 0.1, 0.001, 0.45264, 0.059477, 0.01196, 10, 500, 0.13352, 5
16022, -331.4232, 10, 394.93, 0.53599, 0.0085072, 0.30682, 0.064874, 0.0067272, 10, 493.21, 0.13275, 1.5
16023, -331.4363, 1.7184, 37.618, 0.36579, 0.03666, 0.72697, 0.071522, 0.012988, 2.1481, 344.75, 0.05, 5
16024, -331.4426, 10, 264.36, 0.4886, 0.0057495, 0.42138, 0.043474, 0.022894, 9.1151, 270.84, 0.1464, 1.5
16025, -331.4669, 10, 253.85, 0.30741, 0.025588, 1.798, 0.057234, 0.0042282, 9.0321, 500, 0.12582, 5
16026, -331.5112, 5.0246, 36.313, 51.068, 0.31079, 0.17518, 0.089287, 0.077929, 0.94414, 440.48, 0.08425, 1.5
16027, -331.5239, 7.6722, 390.25, 0.1, 0.053021, 0.84506, 0.033622, 0.022314, 4.6381, 500, 0.099353, 5
16028, -331.5521, 10, 781.74, 0.3368, 0.019855, 0.3772, 0.027608, 0.0047197, 10, 436.41, 0.10147, 2.3055
16029, -331.5995, 9.4478, 490.21, 0.1, 0.009766, 0.51949, 0.041115, 0.010877, 8.2478, 500, 0.13672, 1.5
16030, -331.6047, 7.4663, 402.42, 0.35216, 0.0032222, 1.798, 0.070194, 0.024364, 9.7376, 382.26, 0.13706, 5
16031, -331.6085, 10, 282.43, 0.51504, 0.011493, 0.10022, 0.0069578, 0.012464, 10, 401.19, 0.097795, 5
16032, -331.6361, 10, 277.05, 0.58422, 0.032906, 2.5861, 0.023158, 0.0065976, 5.636, 500, 0.08477, 1.5
16033, -331.6457, 7.8272, 145.11, 0.1, 0.013057, 0.50233, 0.054828, 0.0052453, 7.3503, 500, 0.15659, 5
16034, -331.6670, 5.9839, 35.322, 12.466, 0.12854, 0.13399, 0.22518, 0.026631, 6.9358, 134.36, 0.24248, 5
16035, -331.7036, 9.7393, 182.28, 0.1, 0.03589, 3.5548, 0.031063, 0.010018, 5.823, 500, 0.13205, 1.5
16036, -331.8077, 3.7408, 257.2, 0.19051, 0.017657, 0.25691, 0.037515, 0.0092344, 5.7641, 500, 0.05, 5
16037, -331.8153, 10, 39.16, 0.27205, 0.0063097, 2.6369, 0.073072, 0.013651, 9.7117, 186.6, 0.08525, 5
16038, -331.8588, 7.4135, 847.57, 0.45524, 0.0034698, 0.32087, 0.068488, 0.0091827, 10, 500, 0.068722, 1.5
16039, -331.8822, 6.3916, 375.76, 0.27215, 0.025786, 2.9746, 0.030131, 0.013314, 10, 500, 0.11812, 1.5
16040, -331.9624, 6.0239, 54.285, 0.49091, 0.0093734, 3.1817, 0.085628, 0.012992, 6.443, 500, 0.12599, 5
16041, -331.9873, 2.1633, 1.5031, 0.26846, 0.0041788, 2.1871, 0.052137, 0.0077382, 2.279, 416.93, 0.077908, 4.0952
16042, -332.1272, 10, 312.96, 19.486, 0.18892, 1.6143, 0.13415, 0.044588, 6.0793, 100, 0.26176, 1.5
16043, -332.1605, 10, 649.05, 0.5884, 0.011792, 0.32962, 0.044353, 0.0036729, 10, 500, 0.1441, 5
16044, -332.1667, 10, 427.3, 0.50859, 0.0044321, 0.52122, 0.063924, 0.018582, 4.5338, 500, 0.098894, 2.4584
16045, -332.1839, 10, 83.974, 0.53758, 0.0099395, 3.177, 0.03916, 0.0062809, 2.6786, 423.97, 0.05, 4.5691
16046, -332.2103, 10, 466.9, 0.15869, 0.0030561, 0.38769, 0.033728, 0.020006, 6.8195, 500, 0.05, 4.4365
16047, -332.2329, 4.9251, 128.29, 0.53758, 0.010754, 2.086, 0.051833, 0.017808, 10, 296.6, 0.15205, 5
16048, -332.2774, 10, 114.8, 0.1, 0.030753, 1.0213, 0.035936, 0.020234, 8.9224, 500, 0.16765, 4.7297
16049, -332.3099, 3.0236, 418.35, 0.15651, 0.060477, 1.6286, 0.055692, 0.019499, 9.8221, 384.91, 0.11401, 5
16050, -332.3196, 9.3065, 672.95, 0.26459, 0.011792, 0.28061, 0.080174, 0.0095703, 8.6708, 199.51, 0.12905, 5
16051, -332.3476, 10, 55.686, 0.66821, 0.037155, 0.066998, 0.04315, 0.0082957, 1.1707, 412.2, 0.14815, 1.5
16052, -332.3599, 10, 9.4628, 0.53758, 0.030753, 1.798, 0.063088, 0.02443, 1.3694, 230.23, 0.13923, 1.5
16053, -332.3826, 8.8888, 395.78, 0.30502, 0.023148, 0.077218, 0.017031, 0.0045635, 10, 353.2, 0.12173, 2.2246
16054, -332.3976, 10, 190.15, 0.30157, 0.018416, 0.46277, 0.035116, 0.018075, 8.3985, 153.19, 0.05, 2.8309
16055, -332.4571, 10, 109.82, 0.53758, 0.038806, 1.1175, 0.0082904, 0.013449, 7.1616, 500, 0.16343, 5
16056, -332.4803, 10, 266.37, 0.227, 0.010203, 0.23912, 0.0090928, 0.0054856, 10, 500, 0.14156, 5
16057, -332.4860, 10, 4.9213, 0.1344, 0.001, 0.46524, 0.0087166, 0.019874, 1.1746, 500, 0.091862, 5
16058, -332.5837, 10, 66.693, 0.64171, 0.0025308, 0.054269, 0.020623, 0.0096031, 10, 500, 0.16794, 3.0892
16059, -332.6122, 10, 112.8, 0.2975, 0.061235, 2.978, 0.02411, 0.011625, 3.2293, 388.48, 0.15166, 5
16060, -332.6829, 9.0318, 558.29, 0.1, 0.0088067, 0.52581, 0.065496, 0.018228, 10, 500, 0.14588, 1.9089
16061, -332.6851, 10, 231.74, 0.1, 0.0054376, 0.055458, 0.047707, 0.0228, 10, 100, 0.1701, 1.5
16062, -332.7056, 10, 16.342, 0.1, 0.0095081, 3.3955, 0.018109, 0.023093, 1.305, 342.9, 0.05, 3.043
16063, -332.7185, 4.1959, 262.19, 0.57946, 0.012361, 1.9922, 0.052828, 0.019476, 9.3813, 358.93, 0.14929, 5
16064, -332.7676, 3.8988, 427.3, 0.33781, 0.013445, 0.47559, 0.056697, 0.0090994, 10, 444.21, 0.16186, 4.8678
16065, -332.7809, 3.2404, 299.69, 0.88719, 0.030753, 3.147, 0.059873, 0.020265, 8.6378, 500, 0.05, 2.8077
16066, -332.7816, 1.5302, 146.6, 0.1, 0.09013, 0.89098, 0.028019, 0.022052, 8.9416, 500, 0.1307, 1.5
16067, -332.7859, 10, 173.71, 0.1, 0.040851, 1.7543, 0.0079533, 0.0068993, 8.7334, 500, 0.05, 4.3824
16068, -332.7889, 10, 94.456, 0.9173, 0.030753, 2.9809, 0.085575, 0.0050676, 9.4786, 500, 0.076279, 1.5
