Rank, Fitness, kfsr, krsr_nostim, krsr_stim, kfmm, krmm, kfc_nostim, kfc_stim, S0, R0, D1, D1_over_D2
5020, -142.7592, 7.2526, 194.67, 0.1, 0.32199, 7.6691, 0.032816, 0.012719, 7.7753, 500, 0.13988, 3.5016
5021, -142.7694, 8.6183, 138.93, 0.59272, 0.012212, 0.87181, 0.060748, 0.0067354, 2.9691, 500, 0.082763, 4.7387
5022, -142.7829, 10, 692.93, 0.12747, 0.0082124, 0.3533, 0.045164, 0.024134, 10, 500, 0.086679, 3.1354
5023, -142.7938, 10, 117.87, 0.91389, 0.057782, 1.0278, 0.06051, 0.014496, 4.849, 213.3, 0.090076, 5
5024, -142.7951, 10, 627.58, 0.1, 0.020485, 0.090773, 0.016333, 0.018659, 9.6493, 500, 0.05, 1.5
5025, -142.8140, 10, 137.45, 0.99911, 0.0080333, 2.3411, 0.070615, 0.016428, 8.8379, 500, 0.08477, 5
5026, -142.8180, 10, 457.26, 0.49866, 0.019184, 0.17545, 0.048394, 0.010959, 10, 500, 0.13054, 2.6671
5027, -142.8409, 10, 136.13, 0.19023, 0.026424, 0.079768, 0.031212, 0.015786, 7.7825, 288.22, 0.05, 1.5
5028, -142.8436, 10, 523.13, 0.53427, 0.0084717, 0.19909, 0.08148, 0.0085281, 10, 500, 0.05, 5
5029, -142.8517, 7.3554, 196.41, 0.47118, 0.0172, 1.8715, 0.026525, 0.019834, 7.115, 500, 0.091015, 5
5030, -142.8716, 10, 621.96, 0.50807, 0.012331, 0.45178, 0.055346, 0.021294, 10, 252.6, 0.12766, 3.5069
5031, -142.8740, 8.8134, 402.66, 0.41577, 0.024131, 1.798, 0.061534, 0.0080789, 9.8372, 500, 0.11884, 5
5032, -142.8754, 10, 15.636, 0.36665, 0.022924, 0.28487, 0.030098, 0.021159, 10, 162.73, 0.092405, 4.1253
5033, -142.8772, 4.791, 312.41, 0.15557, 0.011944, 0.096261, 0.031444, 0.019392, 10, 500, 0.05, 5
5034, -142.8894, 10, 412.47, 0.59074, 0.019585, 0.10908, 0.069082, 0.022735, 3.5218, 444.21, 0.081759, 1.5
5035, -142.9242, 10, 476.74, 0.23867, 0.00984, 0.055324, 0.064146, 0.0095504, 10, 500, 0.11415, 3.0697
5036, -142.9276, 10, 119.97, 0.17326, 0.04047, 0.87556, 0.052945, 0.015743, 3.7974, 500, 0.05, 5
5037, -142.9381, 10, 117.31, 0.5876, 0.087293, 0.077016, 0.030243, 0.016707, 7.6371, 251.95, 0.092076, 5
5038, -142.9459, 10, 223.62, 0.51965, 0.022845, 0.49814, 0.047675, 0.012566, 10, 500, 0.062396, 4.0602
5039, -142.9573, 10, 278.51, 0.10126, 0.018068, 0.15453, 0.016661, 0.0077166, 8.8164, 500, 0.1289, 2.4092
5040, -142.9702, 8.8353, 475.54, 0.1, 0.022493, 0.155, 0.034349, 0.0099265, 10, 283.99, 0.07653, 1.5
5041, -142.9769, 4.7956, 227.77, 0.2719, 0.023027, 3.1327, 0.057159, 0.022413, 10, 234.72, 0.05, 5
5042, -142.9869, 10, 30.275, 0.51441, 0.019628, 0.30522, 0.014127, 0.021377, 9.3627, 445.75, 0.083711, 5
5043, -142.9907, 10, 583.33, 0.1, 0.0034571, 0.01373, 0.029604, 0.022458, 10, 500, 0.086679, 1.5
5044, -142.9938, 10, 257.22, 0.42624, 0.02185, 1.2016, 0.033131, 0.022159, 5.5641, 500, 0.05, 5
5045, -142.9987, 10, 273.99, 0.22752, 0.025541, 0.13255, 0.060043, 0.0081847, 5.823, 500, 0.12575, 5
5046, -143.0189, 10, 412.57, 0.10884, 0.013301, 0.24708, 0.022585, 0.0072407, 10, 444.21, 0.05, 2.0801
5047, -143.0269, 10, 427.3, 0.30157, 0.0030721, 0.33386, 0.073507, 0.021698, 7.89, 211.74, 0.069811, 3.4846
5048, -143.0294, 9.0367, 430.5, 0.25847, 0.06002, 1.4384, 0.055735, 0.022805, 9.8483, 478.11, 0.13399, 5
5049, -143.0353, 10, 155.98, 0.37924, 0.036705, 0.96466, 0.071078, 0.013033, 4.6022, 500, 0.05, 5
5050, -143.0411, 10, 223.15, 0.1821, 0.016727, 0.52263, 0.065824, 0.0098708, 5.008, 409.57, 0.14058, 5
5051, -143.0413, 8.9008, 179.58, 0.29228, 0.031931, 1.5838, 0.058639, 0.013929, 2.8392, 500, 0.090678, 2.3084
5052, -143.0574, 10, 383.82, 0.1, 0.0072438, 0.36345, 0.04341, 0.022369, 6.4837, 401.7, 0.072024, 5
5053, -143.0630, 5.9895, 53.513, 0.53758, 0.052701, 0.91436, 0.022659, 0.018154, 5.2983, 500, 0.05, 2.2598
5054, -143.0643, 7.8273, 114.85, 0.19426, 0.01056, 0.053283, 0.045299, 0.014603, 3.1566, 500, 0.067987, 5
5055, -143.0959, 9.2985, 416.4, 0.24974, 0.056493, 2.8208, 0.064154, 0.0061069, 7.5999, 493.38, 0.08325, 5
5056, -143.1008, 6.043, 768.79, 0.59259, 0.016853, 0.059573, 0.068849, 0.010075, 7.8224, 444.21, 0.14983, 5
5057, -143.1066, 10, 455.19, 0.29638, 0.33606, 1.9362, 0.010781, 0.008717, 10, 496.84, 0.069354, 2.4538
5058, -143.1076, 10, 240.12, 0.30157, 0.022146, 0.17977, 0.040328, 0.019909, 5.8233, 479.16, 0.089697, 1.5
5059, -143.1294, 10, 188.13, 10.438, 0.022754, 2.4481, 0.18143, 0.025648, 6.8388, 208.93, 0.061079, 5
5060, -143.1390, 10, 611.84, 0.55231, 0.26551, 5.657, 0.034423, 0.01878, 10, 498.91, 0.14513, 5
5061, -143.1698, 10, 2.8061, 0.57199, 0.043773, 1.1655, 0.011422, 0.016978, 10, 500, 0.10458, 5
5062, -143.1735, 9.329, 705.11, 0.1, 0.02358, 0.10087, 0.061259, 0.0094485, 10, 500, 0.05, 1.9864
5063, -143.1951, 10, 123.14, 0.65767, 0.0027995, 1.2254, 0.084064, 0.015542, 8.7841, 496.35, 0.05, 2.0022
5064, -143.2053, 10, 233.96, 0.53758, 0.024409, 2.8972, 0.082892, 0.019622, 9.2195, 500, 0.094827, 5
5065, -143.2140, 10, 614.68, 0.30733, 0.022624, 0.13999, 0.058527, 0.01211, 5.1431, 500, 0.05, 2.4713
5066, -143.2184, 10, 562.2, 0.1, 0.021318, 0.042682, 0.035065, 0.0093338, 9.3627, 500, 0.05, 1.5
5067, -143.2436, 10, 777.14, 0.44331, 0.020004, 0.14599, 0.081353, 0.016457, 10, 500, 0.074061, 5
5068, -143.2451, 10, 47.067, 0.50468, 0.030753, 2.2672, 0.06366, 0.020124, 5.2311, 266.9, 0.051187, 5
5069, -143.2473, 6.7713, 484.27, 0.30157, 0.015512, 0.12588, 0.04245, 0.0179, 10, 500, 0.05, 5
5070, -143.2663, 10, 289.5, 0.1, 0.0067204, 0.03481, 0.037409, 0.016801, 9.7483, 431.3, 0.13008, 4.306
5071, -143.2744, 10, 1.1173, 0.15579, 0.06571, 0.6945, 0.012557, 0.013883, 2.632, 439.84, 0.084994, 1.5
5072, -143.2811, 10, 280.49, 0.95374, 0.0083791, 2.2427, 0.023796, 0.019315, 9.6503, 500, 0.050656, 1.5
5073, -143.2917, 5.49, 263.9, 0.22888, 0.06616, 2.878, 0.056192, 0.0083808, 8.1332, 500, 0.11178, 2.1776
5074, -143.3077, 7.2691, 64.346, 0.90828, 0.056186, 0.97385, 0.038088, 0.0071183, 4.4438, 500, 0.08477, 5
5075, -143.3162, 10, 816.35, 0.58502, 0.020905, 0.45857, 0.073507, 0.019532, 10, 356.84, 0.05, 5
5076, -143.3205, 3.4901, 385.81, 0.57846, 0.026282, 0.094913, 0.075367, 0.016637, 8.1964, 500, 0.081792, 5
5077, -143.3330, 8.3622, 676.99, 0.1, 0.0066697, 0.23388, 0.051849, 0.0090767, 9.7197, 500, 0.0665, 3.5614
5078, -143.3657, 9.7836, 75.853, 0.6889, 0.0063239, 0.19992, 0.07472, 0.012411, 1.794, 500, 0.14089, 4.7102
5079, -143.3700, 10, 317.44, 0.62645, 0.0016985, 2.6954, 0.04315, 0.02287, 10, 500, 0.088054, 5
5080, -143.3715, 6.7872, 518.57, 0.55259, 0.0053674, 0.33241, 0.082012, 0.015105, 10, 500, 0.077168, 2.6864
5081, -143.3748, 10, 15.205, 0.1, 0.024869, 0.68262, 0.027464, 0.024622, 2.7229, 400.33, 0.10125, 5
5082, -143.3991, 9.5931, 340.68, 58.875, 0.18729, 1.4246, 0.10207, 0.074173, 6.0434, 100, 0.23031, 5
5083, -143.4151, 6.1677, 107.64, 0.58236, 0.070839, 1.5314, 0.042662, 0.013336, 8.2221, 447.96, 0.05, 3.4349
5084, -143.4206, 10, 254, 0.33886, 0.044413, 0.71266, 0.064975, 0.021931, 2.892, 500, 0.10896, 2.5935
5085, -143.4223, 10, 164.71, 0.57213, 0.056151, 2.1228, 0.01432, 0.019882, 8.7876, 414.44, 0.087213, 5
5086, -143.4382, 10, 437.9, 0.1, 0.0096189, 1.6134, 0.07699, 0.017514, 7.1196, 500, 0.05, 5
5087, -143.4670, 4.3904, 6.4801, 0.1, 0.015926, 1.3373, 0.023514, 0.017011, 8.4932, 330.85, 0.05, 5
5088, -143.5035, 10, 4.027, 0.31131, 0.006087, 0.30152, 0.011928, 0.01134, 10, 452.08, 0.10609, 4.359
5089, -143.5232, 6.4118, 273.06, 27.1, 0.39358, 0.20625, 0.055384, 0.021005, 5.3265, 271.96, 0.10106, 5
5090, -143.5323, 10, 372.29, 57.388, 0.099465, 0.31539, 0.055175, 0.056873, 9.9282, 100, 0.1023, 5
5091, -143.5344, 10, 275.81, 0.80309, 0.041193, 0.75169, 0.070313, 0.0086459, 8.5717, 500, 0.11658, 5
5092, -143.5847, 4.8894, 345.12, 0.90492, 0.035298, 2.0449, 0.064997, 0.016731, 9.474, 493.38, 0.065124, 1.5
5093, -143.6179, 10, 66.906, 0.29539, 0.041169, 1.798, 0.022567, 0.011599, 10, 500, 0.05, 2.8748
5094, -143.6268, 10, 222.35, 0.16092, 0.01913, 0.1174, 0.031558, 0.009472, 10, 500, 0.11703, 3.2616
5095, -143.6333, 5.2424, 96.203, 0.35932, 0.012494, 0.9914, 0.054683, 0.018842, 2.909, 500, 0.076531, 5
5096, -143.6356, 10, 308.3, 0.22052, 0.018553, 0.22007, 0.049796, 0.0093595, 10, 500, 0.13008, 5
5097, -143.6515, 10, 512.65, 0.26462, 0.23229, 5.2267, 0.077173, 0.014987, 10, 500, 0.05, 3.8977
5098, -143.6560, 7.8575, 351.55, 0.82035, 0.056378, 3.3109, 0.051339, 0.024056, 7.7261, 500, 0.05, 5
5099, -143.6817, 7.4374, 347.61, 0.13421, 0.094702, 2.1431, 0.067576, 0.01307, 10, 375.17, 0.12243, 2.0208
5100, -143.7043, 10, 489.48, 0.24356, 0.0092958, 0.15255, 0.033618, 0.014052, 6.6269, 447.77, 0.13653, 5
5101, -143.7372, 4.9415, 80.478, 0.53758, 0.044837, 2.9181, 0.082705, 0.016602, 4.1951, 500, 0.12223, 5
5102, -143.7552, 10, 100.69, 0.1, 0.0076911, 1.798, 0.06629, 0.013472, 8.9833, 434.9, 0.05, 4.1544
5103, -143.7563, 7.2685, 218.04, 0.197, 0.017609, 0.24958, 0.047269, 0.012753, 10, 500, 0.085009, 1.5
5104, -143.7698, 4.1246, 41.977, 0.60161, 0.018477, 0.28218, 0.019281, 0.015179, 6.8849, 343.33, 0.05, 5
5105, -143.7768, 10, 244.01, 0.10438, 0.018786, 0.38898, 0.061205, 0.02415, 3.0155, 500, 0.079298, 2.0948
5106, -143.7894, 10, 68.267, 0.53082, 0.012932, 0.79377, 0.041499, 0.014442, 6.3692, 500, 0.059617, 1.5
5107, -143.8228, 10, 255.79, 0.1, 0.0097703, 0.27353, 0.066687, 0.0098856, 9.3627, 312.69, 0.070043, 4.3652
5108, -143.8241, 3.2874, 159.06, 0.23319, 0.01139, 0.030127, 0.077252, 0.014904, 10, 342.89, 0.10378, 3.5614
5109, -143.8423, 9.8373, 180.28, 0.53758, 0.058172, 3.1512, 0.078914, 0.01279, 5.5972, 253, 0.096681, 4.0039
5110, -143.8511, 10, 75.844, 0.1, 0.22472, 5.0869, 0.063132, 0.021607, 6.2205, 273.43, 0.12244, 5
5111, -143.8733, 4.9216, 518.46, 0.13268, 0.021274, 0.12327, 0.028786, 0.018465, 9.3734, 500, 0.11567, 2.6316
5112, -143.8916, 10, 256.47, 0.99963, 0.035852, 3.5898, 0.070811, 0.0071058, 9.1591, 493.38, 0.086613, 5
5113, -143.8943, 10, 382.95, 0.29393, 0.0098308, 0.22012, 0.03138, 0.018684, 10, 275.36, 0.05, 1.5
5114, -143.8961, 10, 853.22, 0.51207, 0.013527, 0.2497, 0.03472, 0.018632, 10, 500, 0.097958, 3.0219
5115, -143.9385, 10, 224.24, 0.78061, 0.029639, 1.9273, 0.05787, 0.0062072, 7.6233, 500, 0.083036, 5
5116, -143.9413, 6.5587, 443.77, 0.1, 0.15794, 1.7326, 0.019277, 0.019068, 10, 500, 0.07652, 4.3028
5117, -143.9469, 5.1781, 74.151, 0.47648, 0.017224, 1.5282, 0.024875, 0.021827, 4.6056, 499.45, 0.05, 1.5879
5118, -143.9519, 10, 84.733, 1.0546, 0.030753, 1.798, 0.019434, 0.011403, 6.0437, 373.96, 0.056018, 1.5
5119, -143.9553, 10, 61.154, 0.9623, 0.0029321, 1.798, 0.068399, 0.022318, 5.5619, 500, 0.05, 3.3132
5120, -144.0012, 10, 140.54, 0.115, 0.03549, 3.0269, 0.04315, 0.024444, 4.8548, 254.06, 0.0744, 4.89
5121, -144.0039, 3.3171, 39.932, 0.30265, 0.17167, 3.8126, 0.029483, 0.017426, 10, 500, 0.08943, 4.9156
5122, -144.0143, 10, 279.92, 0.30637, 0.058555, 2.9913, 0.051891, 0.019152, 4.4863, 500, 0.05, 5
5123, -144.0190, 9.5268, 704.58, 0.49745, 0.0095983, 0.14349, 0.068911, 0.020305, 10, 223.9, 0.05, 3.9579
5124, -144.0214, 10, 63.349, 0.58634, 0.052487, 1.6888, 0.048693, 0.013065, 4.8272, 332.88, 0.084434, 1.5418
5125, -144.0444, 7.2619, 247.36, 0.22584, 0.011962, 0.32766, 0.073359, 0.019684, 10, 500, 0.098921, 3.5614
5126, -144.0451, 10, 160.37, 0.1, 0.054197, 3.456, 0.082816, 0.011818, 6.7218, 500, 0.05, 2.7601
5127, -144.0494, 10, 56.458, 0.1, 0.028874, 2.6144, 0.043654, 0.010461, 5.6013, 493.38, 0.094208, 5
5128, -144.0670, 10, 201.89, 1.0247, 0.031092, 1.4649, 0.050841, 0.015305, 2.8902, 500, 0.10366, 5
5129, -144.0763, 10, 398.85, 0.47979, 0.01219, 0.1975, 0.04057, 0.020366, 10, 468.81, 0.12258, 2.5064
5130, -144.0912, 10, 198.61, 0.76971, 0.030753, 3.5094, 0.07397, 0.016685, 6.9535, 220.59, 0.066093, 1.5
5131, -144.0951, 10, 287.71, 0.98519, 0.06105, 0.88169, 0.035218, 0.018255, 10, 500, 0.05, 1.5
5132, -144.0968, 10, 204.31, 0.53758, 0.032808, 0.72364, 0.038398, 0.014997, 2.6826, 500, 0.08477, 4.1774
5133, -144.1342, 10, 247.24, 24.21, 0.18729, 0.39948, 0.065114, 0.051839, 6.6094, 100, 0.10257, 5
5134, -144.1411, 10, 715.08, 0.20768, 0.023117, 0.53188, 0.057004, 0.0074062, 10, 500, 0.14121, 5
5135, -144.1449, 8.1626, 347.61, 0.1, 0.14745, 4.5961, 0.056103, 0.013251, 10, 223.65, 0.11422, 5
5136, -144.1550, 10, 381.28, 0.87015, 0.03793, 0.11586, 0.046231, 0.017844, 3.5935, 500, 0.057988, 5
5137, -144.1604, 8.393, 281.13, 0.23153, 0.011269, 0.47202, 0.035208, 0.011952, 10, 277.57, 0.080578, 5
5138, -144.1741, 10, 365.11, 0.1369, 0.052763, 1.9258, 0.023126, 0.02097, 10, 500, 0.11502, 2.8357
5139, -144.1879, 7.1754, 482.01, 0.10393, 0.010751, 0.17755, 0.024322, 0.017361, 10, 500, 0.13181, 5
5140, -144.1882, 6.8636, 230.73, 17.378, 0.26947, 0.59327, 0.19094, 0.047801, 6.7465, 145.8, 0.14712, 5
5141, -144.1883, 10, 250.32, 0.1, 0.010999, 0.24897, 0.024066, 0.018363, 5.0778, 500, 0.05, 2.1272
5142, -144.2006, 9.8767, 355.1, 0.30157, 0.018315, 0.17275, 0.06461, 0.011, 10, 500, 0.086679, 4.8485
5143, -144.2024, 10, 734.03, 0.1, 0.015845, 0.25861, 0.051086, 0.017011, 10, 447.05, 0.10585, 1.5
5144, -144.2029, 10, 334.85, 0.23743, 0.0092828, 0.076018, 0.030514, 0.010327, 10, 277.59, 0.14203, 5
5145, -144.2079, 10, 107.64, 0.58948, 0.017087, 0.43422, 0.059762, 0.01124, 5.8293, 500, 0.086679, 4.1842
5146, -144.2082, 10, 112.06, 0.57823, 0.017027, 0.17881, 0.016136, 0.019449, 6.6529, 500, 0.05, 1.5
5147, -144.2107, 10, 353.85, 0.59154, 0.015356, 0.089518, 0.01796, 0.017783, 9.1676, 469.93, 0.15718, 5
5148, -144.2131, 10, 45.184, 0.25474, 0.09473, 3.4913, 0.013813, 0.01144, 8.3986, 500, 0.086528, 1.5
5149, -144.2176, 7.6648, 207.94, 0.55026, 0.055267, 1.9614, 0.056073, 0.02155, 9.9403, 500, 0.095341, 2.9735
5150, -144.2198, 10, 265.99, 0.5161, 0.048349, 1.798, 0.076834, 0.016767, 7.3874, 500, 0.05, 4.6085
5151, -144.2253, 10, 838.57, 0.60089, 0.021601, 0.33236, 0.054421, 0.0071634, 10, 500, 0.05, 3.5718
5152, -144.2276, 3.8506, 144.55, 0.14593, 0.057465, 1.422, 0.046016, 0.013084, 7.9362, 284.62, 0.05, 2.4752
5153, -144.2669, 3.0047, 115.92, 23.887, 0.034822, 1.7992, 0.1152, 0.029541, 9.4308, 217.72, 0.05, 2.3648
5154, -144.2751, 6.6357, 248.48, 0.1, 0.055519, 0.53423, 0.019076, 0.019738, 9.3552, 500, 0.05, 3.3515
5155, -144.3065, 10, 516.53, 0.174, 0.11211, 0.53388, 0.030138, 0.019204, 9.5878, 500, 0.065141, 5
5156, -144.3241, 9.9127, 130.64, 0.66778, 0.28057, 4.0391, 0.057438, 0.016778, 4.0536, 500, 0.075905, 1.5
5157, -144.3626, 10, 239.28, 0.1, 0.0068329, 0.35345, 0.06257, 0.017365, 10, 500, 0.05, 1.5
5158, -144.3658, 5.2364, 387.58, 0.22109, 0.014502, 0.029906, 0.066108, 0.015913, 4.7084, 500, 0.095679, 1.5
5159, -144.3880, 10, 71.381, 0.1, 0.017538, 0.12498, 0.033627, 0.018391, 6.6269, 297.07, 0.05, 1.5
5160, -144.3939, 10, 165.14, 0.1, 0.016072, 0.27353, 0.036282, 0.017602, 7.6785, 500, 0.10113, 2.4986
5161, -144.4195, 5.6694, 241.88, 0.1, 0.022427, 0.2035, 0.078047, 0.0089134, 6.6628, 500, 0.14611, 3.9734
5162, -144.4200, 3.4417, 89.527, 0.53289, 0.020864, 0.31741, 0.013004, 0.020194, 10, 500, 0.10554, 2.5971
5163, -144.4277, 10, 17.051, 0.1, 0.0068443, 0.42072, 0.024504, 0.023561, 10, 265.9, 0.05, 5
5164, -144.4419, 10, 238.92, 0.78381, 0.0075431, 0.020956, 0.043661, 0.0074477, 3.6386, 500, 0.07036, 5
5165, -144.4430, 10, 680.1, 0.1, 0.01394, 0.01, 0.025066, 0.024319, 3.9645, 500, 0.073254, 2.4394
5166, -144.4469, 9.9422, 458.65, 0.18087, 0.018936, 0.26615, 0.055735, 0.010327, 6.6164, 500, 0.16285, 5
5167, -144.4556, 10, 213.98, 0.74335, 0.040872, 0.065462, 0.042245, 0.010499, 3.0217, 500, 0.14593, 3.0444
5168, -144.4662, 10, 217.02, 0.53775, 0.023821, 0.61658, 0.049198, 0.023906, 2.988, 493.38, 0.077675, 2.1259
5169, -144.4900, 1.034, 273.72, 41.778, 0.32581, 1.872, 0.16255, 0.071179, 8.9496, 140.01, 0.27225, 5
5170, -144.5069, 10, 320.69, 0.86167, 0.04251, 2.3813, 0.078643, 0.021661, 6.6143, 500, 0.11665, 4.3073
5171, -144.5082, 10, 586.47, 0.42072, 0.095572, 2.1287, 0.031338, 0.022446, 10, 500, 0.05, 5
5172, -144.5104, 8.0233, 427.3, 0.54987, 0.017284, 0.13694, 0.044633, 0.023418, 6.2113, 500, 0.059993, 4.8431
5173, -144.5155, 10, 109.81, 0.1, 0.003429, 0.16439, 0.036007, 0.012479, 10, 356.18, 0.086679, 1.5
5174, -144.5349, 6.0121, 249.25, 0.59481, 0.012804, 0.29506, 0.064479, 0.0076301, 10, 500, 0.05, 3.5614
5175, -144.5426, 10, 224.24, 0.11362, 0.044173, 2.816, 0.024194, 0.01488, 8.2198, 500, 0.12606, 5
5176, -144.5595, 10, 201.2, 1.0475, 0.030753, 2.0358, 0.063629, 0.0088432, 8.8156, 500, 0.05, 5
5177, -144.5720, 3.4619, 378.23, 0.1, 0.018799, 0.01, 0.016471, 0.016513, 10, 500, 0.05, 1.5
5178, -144.5758, 10, 200.17, 0.46395, 0.052219, 0.18386, 0.063472, 0.019877, 4.1171, 339.17, 0.05, 1.5
5179, -144.5802, 5.133, 268.85, 14.486, 0.29216, 1.2333, 0.13153, 0.062445, 9.7279, 100, 0.086196, 5
5180, -144.5878, 7.6125, 259.95, 0.1, 0.001, 0.041062, 0.017427, 0.010002, 10, 500, 0.05, 3.1128
5181, -144.5978, 10, 824.55, 0.1, 0.013542, 0.27353, 0.080868, 0.011864, 9.3627, 500, 0.057493, 5
5182, -144.6245, 10, 396.68, 0.1, 0.001, 0.11999, 0.054694, 0.014625, 10, 444.21, 0.11874, 4.2612
5183, -144.6279, 10, 106.37, 0.1, 0.021306, 0.472, 0.041009, 0.011348, 6.6269, 500, 0.072379, 1.5
5184, -144.6356, 10, 427.3, 0.46639, 0.016298, 0.30627, 0.018605, 0.015336, 10, 483.32, 0.05, 5
5185, -144.6374, 10, 640.14, 0.34175, 0.017288, 0.13645, 0.0758, 0.016137, 10, 397.01, 0.10647, 1.5526
5186, -144.6484, 8.3438, 514.64, 0.59054, 0.016479, 0.041117, 0.049502, 0.008283, 10, 500, 0.072714, 1.5
5187, -144.6682, 10, 76.925, 1.0172, 0.02985, 1.798, 0.07323, 0.01346, 5.823, 421.26, 0.076813, 5
5188, -144.6746, 10, 63.799, 0.67802, 0.047632, 3.3878, 0.04054, 0.014602, 6.1937, 280.58, 0.05, 2.533
5189, -144.6794, 7.7872, 144.68, 0.96668, 0.030753, 1.4759, 0.083098, 0.018344, 5.7121, 500, 0.08187, 1.5
5190, -144.6848, 10, 170.83, 0.12135, 0.011792, 0.093676, 0.051069, 0.0076307, 5.1911, 500, 0.090256, 5
5191, -144.7149, 8.8688, 302.26, 0.57949, 0.03635, 1.4998, 0.06023, 0.023336, 10, 500, 0.05, 1.5
5192, -144.7168, 6.8024, 726.89, 0.22202, 0.0037507, 0.01, 0.0627, 0.017222, 10, 276.79, 0.05, 4.0683
5193, -144.7548, 9.6066, 433.01, 0.14956, 0.011881, 0.20654, 0.064815, 0.017755, 6.6269, 252.99, 0.056982, 3.6109
5194, -144.7636, 10, 76.373, 0.1, 0.035587, 1.6598, 0.011478, 0.023284, 9.3889, 500, 0.08477, 5
5195, -144.7855, 10, 162.01, 0.1, 0.015096, 0.19847, 0.0098987, 0.010856, 10, 500, 0.086679, 1.5
5196, -144.7925, 10, 143.95, 1.0412, 0.019401, 0.24118, 0.039696, 0.022817, 2.3663, 347.6, 0.065153, 1.5
5197, -144.7986, 9.0857, 37.976, 0.48333, 0.038816, 0.78433, 0.054652, 0.011619, 2.2658, 282.86, 0.083776, 4.2369
5198, -144.8078, 7.7898, 345.22, 0.15863, 0.011792, 0.10717, 0.060867, 0.019572, 8.9337, 373.88, 0.05, 5
5199, -144.8109, 10, 188.25, 0.54848, 0.0054426, 0.48551, 0.046431, 0.015057, 9.2398, 230.37, 0.066442, 4.3876
5200, -144.8225, 6.469, 49.833, 0.19153, 0.001, 0.17993, 0.056114, 0.016032, 10, 347.76, 0.05, 1.5
5201, -144.8338, 10, 130.68, 0.1, 0.042942, 0.56657, 0.04315, 0.012411, 5.1616, 252.45, 0.08477, 1.5
5202, -144.8526, 6.1102, 1.701, 0.54912, 0.11385, 4.132, 0.032904, 0.019301, 3.005, 334.15, 0.076083, 5
5203, -144.8775, 10, 444.66, 0.28953, 0.029488, 0.77657, 0.04315, 0.014084, 5.823, 500, 0.05, 1.5
5204, -144.8806, 10, 624.16, 0.4875, 0.017787, 0.25497, 0.03691, 0.021181, 10, 266.27, 0.086679, 5
5205, -144.8891, 10, 236.47, 0.1, 0.02271, 0.30294, 0.054636, 0.013017, 6.2983, 500, 0.05, 2.9766
5206, -144.8954, 10, 208.39, 0.1, 0.0081417, 0.064789, 0.023812, 0.012598, 9.3627, 447.75, 0.12196, 2.2029
5207, -144.8980, 3.1165, 162.98, 0.36278, 0.005423, 0.034368, 0.076622, 0.010029, 10, 463.25, 0.07884, 1.5
5208, -144.9049, 10, 515.42, 0.27881, 0.010171, 0.31627, 0.041115, 0.0087572, 10, 405.48, 0.12941, 3.5698
5209, -144.9160, 5.4488, 343.56, 0.25544, 0.012456, 0.35423, 0.052319, 0.0065883, 10, 500, 0.05, 5
5210, -144.9333, 5.5554, 48.273, 0.1, 0.023067, 0.36914, 0.025239, 0.011373, 8.945, 500, 0.11892, 5
5211, -144.9413, 6.6493, 60.219, 0.49552, 0.0365, 1.5511, 0.033575, 0.024063, 5.8435, 500, 0.10379, 5
5212, -144.9864, 9.1546, 215.95, 0.1, 0.020845, 0.26706, 0.034707, 0.0074623, 10, 465.64, 0.12639, 5
5213, -145.0078, 10, 54.253, 0.31869, 0.073268, 2.8276, 0.035119, 0.013546, 7.0985, 313.82, 0.05, 1.5
5214, -145.0279, 10, 249.64, 0.2387, 0.0077903, 0.27353, 0.022813, 0.017809, 6.6269, 500, 0.12443, 4.0735
5215, -145.0303, 10, 44.687, 0.5652, 0.050849, 1.798, 0.021472, 0.012325, 5.3517, 357.21, 0.05, 5
5216, -145.0572, 5.6472, 15.103, 0.57274, 0.01843, 0.18054, 0.014388, 0.01133, 10, 500, 0.05, 1.5
5217, -145.0680, 9.3214, 246.01, 0.89488, 0.001, 3.5224, 0.05117, 0.012411, 5.823, 500, 0.059828, 5
5218, -145.0808, 9.206, 734.73, 0.24495, 0.01078, 0.3555, 0.072661, 0.016092, 10, 236.3, 0.072277, 3.5614
5219, -145.0876, 10, 25.236, 0.46063, 0.01655, 3.2847, 0.045864, 0.018613, 3.1937, 500, 0.05, 3.8792
5220, -145.0879, 10, 153.17, 1.0328, 0.040842, 1.798, 0.039981, 0.0080616, 10, 500, 0.10536, 5
5221, -145.1024, 3.5891, 26.579, 0.37852, 0.31299, 6.8061, 0.025552, 0.0095453, 10, 500, 0.10908, 5
5222, -145.1059, 10, 427.3, 0.3081, 0.011792, 0.24066, 0.06742, 0.016449, 10, 500, 0.13228, 5
5223, -145.1092, 10, 422.08, 0.58257, 0.021261, 0.38681, 0.074902, 0.0073086, 10, 500, 0.12163, 4.6302
5224, -145.1198, 10, 443.05, 0.29085, 0.014893, 0.18846, 0.076235, 0.017622, 10, 500, 0.082996, 3.084
5225, -145.1259, 10, 356.73, 0.59439, 0.056686, 1.2674, 0.074124, 0.015076, 3.9491, 500, 0.063184, 5
5226, -145.1311, 10, 620.26, 0.181, 0.0061748, 0.26727, 0.049107, 0.0070949, 10, 500, 0.11321, 3.0776
5227, -145.1492, 10, 376.99, 0.57165, 0.013215, 0.53693, 0.043538, 0.018305, 8.7625, 264.53, 0.05, 1.8512
